SAT.V,SAT.Q,SAT.C,School,GPA,Status,Gender
540,550,1090,ENGINEERING,2.328,G,F
700,710,1410,ENGINEERING,3.9797,G,M
710,640,1350,LIBERAL ARTS,3.8543,G,F
530,600,1130,ENGINEERING,3.2905,G,M
500,620,1120,LIBERAL ARTS,3.37,G,M
540,630,1170,BUSINESS,3.3284,G,F
600,630,1230,NATURAL SCIENCE,2.7473,G,F
630,650,1280,LIBERAL ARTS,2.8897,G,M
530,660,1190,LIBERAL ARTS,2.3602,G,F
760,800,1560,ENGINEERING,3.006,G,M
530,620,1150,NATURAL SCIENCE,2.659,G,F
550,640,1190,NATURAL SCIENCE,3.2568,G,M
610,610,1220,COMMUNICATIONS,3.3404,G,F
680,640,1320,SOCIAL WORK,2.736,G,M
730,650,1380,NATURAL SCIENCE,3.9752,G,F
750,740,1490,LIBERAL ARTS,3.9705,G,F
730,660,1390,NATURAL SCIENCE,3.0089,G,M
490,510,1000,BUSINESS,3.1938,G,M
600,600,1200,COMMUNICATIONS,3.5315,G,F
580,550,1130,LIBERAL ARTS,3.2521,G,M
560,650,1210,LIBERAL ARTS,3.1138,G,F
670,690,1360,BUSINESS,3.5365,G,F
510,660,1170,LIBERAL ARTS,3.134,G,M
540,570,1110,LIBERAL ARTS,2.307,G,F
540,550,1090,LIBERAL ARTS,2.7968,G,F
610,650,1260,LIBERAL ARTS,2.229,G,F
520,530,1050,NATURAL SCIENCE,3.4226,G,M
530,540,1070,NATURAL SCIENCE,3.8157,G,M
480,540,1020,NATURAL SCIENCE,3.4262,G,M
540,530,1070,NURSING,2.11,G,M
570,550,1120,ENGINEERING,2.5104,G,M
670,690,1360,LIBERAL ARTS,3.567,G,M
520,530,1050,LIBERAL ARTS,2.7883,G,M
590,590,1180,BUSINESS,3.5179,G,M
540,640,1180,NATURAL SCIENCE,3.1851,G,M
640,620,1260,NATURAL SCIENCE,3.072,G,M
640,660,1300,BUSINESS,2.8448,G,F
560,630,1190,LIBERAL ARTS,2.2543,G,M
570,650,1220,NATURAL SCIENCE,2.8476,G,F
530,520,1050,LIBERAL ARTS,2.7142,G,F
560,540,1100,LIBERAL ARTS,3.7297,G,F
580,580,1160,BUSINESS,3.7924,G,M
560,770,1330,NATURAL SCIENCE,3.7414,G,M
600,580,1180,LIBERAL ARTS,2.439,G,F
620,700,1320,ENGINEERING,3.9818,G,F
510,520,1030,LIBERAL ARTS,2.3937,G,M
640,580,1220,COMMUNICATIONS,3.2924,G,F
530,550,1080,EDUCATION,3.0461,G,M
670,710,1380,ENGINEERING,3.8881,G,F
480,590,1070,LIBERAL ARTS,3.3608,G,M
680,630,1310,LIBERAL ARTS,3.1565,G,M
600,620,1220,NATURAL SCIENCE,3.3833,G,M
560,690,1250,BUSINESS,3.5263,G,M
520,650,1170,LIBERAL ARTS,3.064,G,M
610,710,1320,BUSINESS,3.6382,G,M
480,580,1060,LIBERAL ARTS,3.018,G,M
490,540,1030,BUSINESS,3.0254,G,M
510,580,1090,FINE ARTS,3.0521,G,M
560,520,1080,COMMUNICATIONS,3.6022,G,F
620,720,1340,BUSINESS,3.9724,G,F
480,450,930,ENGINEERING,2.2165,G,F
610,690,1300,LIBERAL ARTS,2.6062,G,M
580,670,1250,BUSINESS,3.4491,G,M
500,590,1090,LIBERAL ARTS,2.4454,G,M
580,590,1170,ENGINEERING,3.0212,G,M
430,490,920,ENGINEERING,3.3904,G,F
550,550,1100,NATURAL SCIENCE,2.5132,G,F
580,690,1270,ENGINEERING,3.11,G,M
440,510,950,LIBERAL ARTS,2.8137,G,F
650,650,1300,LIBERAL ARTS,2.8515,G,F
530,490,1020,COMMUNICATIONS,3.9,G,F
770,550,1320,LIBERAL ARTS,3.4528,G,F
690,620,1310,LIBERAL ARTS,3.8267,G,F
730,670,1400,NATURAL SCIENCE,3.6277,G,M
640,670,1310,COMMUNICATIONS,4,G,M
540,560,1100,BUSINESS,3.9158,G,M
710,750,1460,LIBERAL ARTS,3.1094,G,F
500,540,1040,FINE ARTS,3.3913,G,M
660,600,1260,FINE ARTS,3.5966,G,F
650,640,1290,LIBERAL ARTS,3.8854,G,F
580,610,1190,NATURAL SCIENCE,2.9915,G,F
540,490,1030,EDUCATION,3.2127,G,M
530,500,1030,BUSINESS,1.9431,G,M
540,490,1030,EDUCATION,3.0081,G,M
560,500,1060,BUSINESS,3.0727,G,M
580,660,1240,NATURAL SCIENCE,2.7681,G,F
530,580,1110,FINE ARTS,2.3867,G,M
570,530,1100,EDUCATION,2.5338,G,M
620,590,1210,ENGINEERING,2.4621,G,F
670,620,1290,BUSINESS,4,G,F
590,470,1060,LIBERAL ARTS,2.8813,G,F
610,630,1240,BUSINESS,3,G,F
590,630,1220,NATURAL SCIENCE,3.8131,G,M
460,510,970,BUSINESS,3.1375,G,F
600,560,1160,LIBERAL ARTS,3.5327,G,M
630,650,1280,LIBERAL ARTS,2.708,G,M
650,690,1340,LIBERAL ARTS,3.3076,G,M
520,590,1110,LIBERAL ARTS,1.838,G,M
630,560,1190,LIBERAL ARTS,3.0937,G,F
420,470,890,BUSINESS,2.1798,G,F
590,690,1280,LIBERAL ARTS,3.6557,G,F
720,540,1260,FINE ARTS,2.8584,G,F
710,630,1340,LIBERAL ARTS,3.723,G,M
630,630,1260,LIBERAL ARTS,3.5514,G,M
450,490,940,NURSING,3.2666,G,F
590,620,1210,EDUCATION,3.0727,G,M
500,540,1040,LIBERAL ARTS,3.5193,G,F
590,610,1200,LIBERAL ARTS,2.3966,G,F
650,700,1350,NATURAL SCIENCE,3.1517,G,F
530,630,1160,LIBERAL ARTS,3.2276,G,F
600,620,1220,BUSINESS,3.2814,G,F
510,570,1080,LIBERAL ARTS,3.0291,G,M
590,670,1260,EDUCATION,2.8411,G,F
660,500,1160,LIBERAL ARTS,3.1261,G,F
670,710,1380,LIBERAL ARTS,3.851,G,M
480,490,970,LIBERAL ARTS,2.784,G,M
690,600,1290,LIBERAL ARTS,3.8125,G,M
560,620,1180,LIBERAL ARTS,2.0684,G,M
660,710,1370,COMMUNICATIONS,3.602,G,F
560,610,1170,FINE ARTS,3.2184,G,M
540,470,1010,LIBERAL ARTS,2.5049,G,M
510,550,1060,BUSINESS,3.3076,G,F
660,560,1220,LIBERAL ARTS,3.3773,G,M
540,600,1140,LIBERAL ARTS,2,G,F
560,540,1100,NATURAL SCIENCE,2.8208,G,M
630,650,1280,NATURAL SCIENCE,2.2266,G,M
790,750,1540,LIBERAL ARTS,3.961,G,F
550,680,1230,BUSINESS,3.5079,G,M
560,570,1130,EDUCATION,3.3461,G,M
630,530,1160,LIBERAL ARTS,3.5638,G,M
680,790,1470,ENGINEERING,3.0757,G,F
630,790,1420,ENGINEERING,3.1287,G,M
620,570,1190,NATURAL SCIENCE,3.0265,G,M
450,580,1030,EDUCATION,3.2359,G,M
610,590,1200,NATURAL SCIENCE,2.9059,G,M
560,580,1140,LIBERAL ARTS,3.1626,G,M
520,630,1150,BUSINESS,3.0267,G,M
510,530,1040,EDUCATION,2.625,G,M
550,690,1240,ENGINEERING,3.4056,G,M
640,630,1270,BUSINESS,3.4433,G,F
490,650,1140,BUSINESS,3.1267,G,F
500,550,1050,EDUCATION,3.56,G,F
520,580,1100,FINE ARTS,3.3974,G,F
620,610,1230,NATURAL SCIENCE,4,G,M
520,540,1060,NATURAL SCIENCE,3.2947,G,M
440,570,1010,COMMUNICATIONS,2.616,G,M
660,630,1290,ENGINEERING,2.9496,G,F
560,680,1240,NATURAL SCIENCE,3.4956,G,M
520,550,1070,EDUCATION,2.9537,G,F
610,580,1190,LIBERAL ARTS,3.3063,G,M
590,590,1180,LIBERAL ARTS,3.4313,G,F
740,630,1370,COMMUNICATIONS,3.4473,G,M
660,630,1290,NATURAL SCIENCE,3.9126,G,M
720,790,1510,LIBERAL ARTS,3.9136,G,F
760,760,1520,NATURAL SCIENCE,3.5496,G,F
530,660,1190,NURSING,3.4,G,M
600,570,1170,NATURAL SCIENCE,2.9424,G,M
640,570,1210,NATURAL SCIENCE,3.9777,G,M
720,650,1370,LIBERAL ARTS,4,G,F
670,770,1440,NATURAL SCIENCE,3.509,G,F
560,560,1120,LIBERAL ARTS,2.875,G,F
620,590,1210,LIBERAL ARTS,3.5158,G,F
470,520,990,NATURAL SCIENCE,3.2329,G,M
730,600,1330,LIBERAL ARTS,3.0482,G,M
620,540,1160,NURSING,4,G,M
630,740,1370,NATURAL SCIENCE,3.8991,G,F
540,590,1130,NATURAL SCIENCE,2.55,G,M
690,690,1380,BUSINESS,3.5648,G,M
460,610,1070,ENGINEERING,2.414,G,F
570,790,1360,ENGINEERING,2.975,G,M
730,710,1440,ENGINEERING,3.0677,G,F
560,500,1060,LIBERAL ARTS,3.5816,G,M
610,690,1300,BUSINESS,3.536,G,M
770,740,1510,BUSINESS,3.9154,G,F
670,610,1280,NATURAL SCIENCE,2.2898,G,M
800,610,1410,LIBERAL ARTS,4,G,F
610,660,1270,NURSING,3.0084,G,F
650,660,1310,BUSINESS,2.932,G,M
600,660,1260,LIBERAL ARTS,2.7456,G,M
610,620,1230,LIBERAL ARTS,3.75,G,F
660,670,1330,COMMUNICATIONS,3.9181,G,M
640,660,1300,ENGINEERING,2.0763,G,M
530,590,1120,BUSINESS,1.9072,G,M
610,660,1270,BUSINESS,3.6597,G,M
590,740,1330,NATURAL SCIENCE,2.0337,G,M
590,640,1230,NATURAL SCIENCE,3.4033,G,F
720,600,1320,NATURAL SCIENCE,3.6782,G,F
520,470,990,LIBERAL ARTS,3.3238,G,F
660,580,1240,BUSINESS,2.6571,G,F
640,710,1350,ENGINEERING,3.4262,G,M
650,690,1340,BUSINESS,4,G,M
590,560,1150,NATURAL SCIENCE,2.7092,G,M
530,630,1160,LIBERAL ARTS,2.1007,G,F
530,610,1140,BUSINESS,2.6914,G,M
640,520,1160,COMMUNICATIONS,3.9693,G,M
710,790,1500,ENGINEERING,3.8698,G,F
540,520,1060,COMMUNICATIONS,3.84,G,F
480,530,1010,LIBERAL ARTS,3.094,G,M
550,580,1130,LIBERAL ARTS,3.5338,G,M
670,610,1280,LIBERAL ARTS,3.3684,G,M
580,590,1170,BUSINESS,3,G,M
540,600,1140,FINE ARTS,2.8372,G,F
530,580,1110,ENGINEERING,3.3333,G,F
470,600,1070,LIBERAL ARTS,2.6666,G,F
690,500,1190,COMMUNICATIONS,3.4545,G,M
650,580,1230,LIBERAL ARTS,2.4789,G,F
480,660,1140,ENGINEERING,3.2463,G,M
720,680,1400,ARCHITECTURE,3.0619,G,F
610,660,1270,LIBERAL ARTS,1.9379,G,M
530,620,1150,BUSINESS,3.2796,G,M
670,650,1320,NATURAL SCIENCE,3.5193,G,M
580,510,1090,BUSINESS,2.5307,G,M
630,650,1280,EDUCATION,3.6907,G,F
550,520,1070,BUSINESS,3.5585,G,M
550,680,1230,LIBERAL ARTS,2.5128,G,M
550,600,1150,ENGINEERING,3.5344,G,F
560,590,1150,BUSINESS,3.1386,G,M
540,580,1120,EDUCATION,3.1296,G,M
660,620,1280,BUSINESS,3.1057,G,F
670,730,1400,BUSINESS,3.5086,G,F
650,590,1240,LIBERAL ARTS,2.9379,G,M
480,520,1000,ENGINEERING,3.0075,G,F
730,750,1480,BUSINESS,4,G,F
690,620,1310,LIBERAL ARTS,2.6518,G,M
570,550,1120,LIBERAL ARTS,3.5964,G,M
740,630,1370,ENGINEERING,2.9191,G,F
520,600,1120,SOCIAL WORK,3.5161,G,M
510,490,1000,COMMUNICATIONS,3.3298,G,M
450,560,1010,LIBERAL ARTS,2.7071,G,F
520,670,1190,LIBERAL ARTS,2.4464,G,M
620,600,1220,COMMUNICATIONS,3.8739,G,F
630,690,1320,ENGINEERING,3.7024,G,F
530,540,1070,COMMUNICATIONS,3.5161,G,F
670,590,1260,LIBERAL ARTS,2.625,G,M
530,550,1080,LIBERAL ARTS,3.4299,G,F
720,640,1360,LIBERAL ARTS,3.4871,G,M
800,770,1570,BUSINESS,3.5203,G,M
640,740,1380,LIBERAL ARTS,3.4899,G,F
650,530,1180,LIBERAL ARTS,3.5252,G,M
630,650,1280,LIBERAL ARTS,2.8061,G,M
380,460,840,ENGINEERING,2.0924,G,F
580,560,1140,EDUCATION,3.0449,G,M
700,570,1270,LIBERAL ARTS,3.3125,G,F
660,630,1290,NATURAL SCIENCE,3.7204,G,F
520,530,1050,LIBERAL ARTS,2.547,G,M
660,630,1290,COMMUNICATIONS,3.7391,G,M
660,600,1260,NATURAL SCIENCE,3.699,G,M
640,650,1290,BUSINESS,3.5229,G,F
680,740,1420,LIBERAL ARTS,3.5428,G,F
530,590,1120,NATURAL SCIENCE,2.1654,G,F
720,540,1260,LIBERAL ARTS,2.2193,G,M
480,570,1050,LIBERAL ARTS,2.959,G,M
630,730,1360,NATURAL SCIENCE,3.3894,G,M
620,670,1290,NATURAL SCIENCE,3.9517,G,M
540,510,1050,BUSINESS,1.9927,G,M
560,670,1230,LIBERAL ARTS,3.5478,G,F
530,650,1180,NATURAL SCIENCE,3.2782,G,M
650,580,1230,ENGINEERING,2.7678,G,M
520,560,1080,COMMUNICATIONS,3.713,G,M
590,660,1250,COMMUNICATIONS,2.7388,G,M
530,620,1150,LIBERAL ARTS,3.1388,G,F
400,340,740,NATURAL SCIENCE,2.8285,G,M
650,730,1380,NATURAL SCIENCE,1.9756,G,F
440,530,970,NATURAL SCIENCE,2.4871,G,M
590,640,1230,LIBERAL ARTS,4,G,M
540,600,1140,LIBERAL ARTS,3.0604,G,F
660,770,1430,ENGINEERING,3.8482,G,M
480,530,1010,LIBERAL ARTS,2.0901,G,F
730,670,1400,COMMUNICATIONS,3.2248,G,M
530,690,1220,BUSINESS,3.7027,G,F
650,770,1420,ENGINEERING,3.1839,G,F
540,590,1130,ENGINEERING,2.6146,G,F
590,700,1290,ENGINEERING,3.4521,G,F
570,650,1220,BUSINESS,3.592,G,F
660,570,1230,NATURAL SCIENCE,3.5882,G,F
630,710,1340,ENGINEERING,2.9776,G,M
500,660,1160,BUSINESS,3.3362,G,M
590,710,1300,BUSINESS,3.2631,G,M
700,600,1300,COMMUNICATIONS,3.6666,G,M
550,610,1160,NATURAL SCIENCE,3.4326,G,M
600,540,1140,NATURAL SCIENCE,4,G,F
640,800,1440,ENGINEERING,3.0592,G,F
640,690,1330,BUSINESS,2.9479,G,F
490,630,1120,LIBERAL ARTS,3.5684,G,F
630,680,1310,LIBERAL ARTS,3.9142,G,M
500,530,1030,LIBERAL ARTS,3.0373,G,F
710,690,1400,LIBERAL ARTS,3.5,G,M
580,670,1250,COMMUNICATIONS,3.809,G,F
620,710,1330,ENGINEERING,3.5312,G,F
610,670,1280,NATURAL SCIENCE,2.609,G,F
520,560,1080,NATURAL SCIENCE,2.9817,G,F
680,660,1340,ENGINEERING,3.1287,G,M
440,550,990,LIBERAL ARTS,3.4214,G,M
550,550,1100,FINE ARTS,2.2483,G,F
630,740,1370,NATURAL SCIENCE,3.681,G,M
650,620,1270,LIBERAL ARTS,3.9142,G,M
540,580,1120,NATURAL SCIENCE,3.2941,G,F
640,630,1270,LIBERAL ARTS,2.6333,G,M
750,750,1500,ENGINEERING,2.9322,G,M
720,800,1520,BUSINESS,3.8608,G,F
580,790,1370,ENGINEERING,3.3142,G,M
760,700,1460,NATURAL SCIENCE,3.5865,G,F
540,610,1150,BUSINESS,3.57,G,M
530,620,1150,NATURAL SCIENCE,3.4687,G,F
700,770,1470,BUSINESS,3.855,G,F
530,520,1050,NATURAL SCIENCE,3.9069,G,M
590,720,1310,LIBERAL ARTS,3.3589,G,M
560,530,1090,LIBERAL ARTS,2.7368,G,M
640,700,1340,ENGINEERING,3.5585,G,M
730,790,1520,BUSINESS,3.8108,G,M
610,690,1300,LIBERAL ARTS,3.3627,G,F
560,560,1120,NATURAL SCIENCE,2.5675,G,F
700,690,1390,BUSINESS,2.9512,G,M
620,590,1210,LIBERAL ARTS,3.0312,G,F
610,610,1220,LIBERAL ARTS,3.2166,G,M
520,560,1080,LIBERAL ARTS,2.8243,G,M
750,750,1500,NATURAL SCIENCE,3.7795,G,F
620,540,1160,COMMUNICATIONS,3.7666,G,F
660,680,1340,ENGINEERING,3.7258,G,F
660,630,1290,BUSINESS,3.5981,G,M
630,610,1240,BUSINESS,3.7469,G,F
620,590,1210,ENGINEERING,3.2857,G,F
670,770,1440,ENGINEERING,3.623,G,F
640,650,1290,BUSINESS,3.5229,G,M
540,680,1220,LIBERAL ARTS,3.2647,G,F
650,660,1310,NATURAL SCIENCE,3.7421,G,M
580,560,1140,LIBERAL ARTS,3.126,G,F
450,560,1010,LIBERAL ARTS,3.6666,G,M
630,640,1270,LIBERAL ARTS,3.4222,G,F
600,660,1260,ENGINEERING,2.9508,G,M
530,670,1200,LIBERAL ARTS,3.1111,G,F
680,670,1350,LIBERAL ARTS,3.6159,G,M
630,700,1330,NATURAL SCIENCE,2.7007,G,M
600,710,1310,ENGINEERING,3.6446,G,M
590,490,1080,LIBERAL ARTS,3.7153,G,F
570,620,1190,NATURAL SCIENCE,3.8984,G,M
700,800,1500,ENGINEERING,3.5359,G,F
600,640,1240,LIBERAL ARTS,3.3617,G,F
540,650,1190,NATURAL SCIENCE,2.2671,G,F
580,600,1180,BUSINESS,3.4324,G,M
500,580,1080,COMMUNICATIONS,3.1521,G,M
730,670,1400,ENGINEERING,3.2241,G,M
660,550,1210,BUSINESS,3.7815,G,M
800,730,1530,LIBERAL ARTS,3.5462,G,F
670,630,1300,ARCHITECTURE,3.696,G,F
650,760,1410,ENGINEERING,3.877,G,M
590,590,1180,LIBERAL ARTS,3.4222,G,M
630,600,1230,BUSINESS,3.2605,G,M
590,610,1200,LIBERAL ARTS,3.2035,G,M
550,550,1100,LIBERAL ARTS,3.7428,G,F
560,580,1140,ENGINEERING,2.581,G,M
370,460,830,NATURAL SCIENCE,2.5076,G,M
640,630,1270,ENGINEERING,3.4457,G,M
560,470,1030,LIBERAL ARTS,3.3166,G,M
580,610,1190,LIBERAL ARTS,2.3714,G,F
530,570,1100,LIBERAL ARTS,2.9642,G,F
590,640,1230,LIBERAL ARTS,2.9538,G,M
670,620,1290,NURSING,3.6173,G,F
510,650,1160,ENGINEERING,3.0769,G,M
450,580,1030,BUSINESS,3.3333,G,M
660,650,1310,BUSINESS,3.5242,G,M
450,610,1060,ENGINEERING,3.2043,G,F
600,560,1160,LIBERAL ARTS,2.9576,G,F
490,510,1000,BUSINESS,2.7368,G,M
620,560,1180,EDUCATION,3.7142,G,F
620,580,1200,LIBERAL ARTS,3.5254,G,F
600,720,1320,ENGINEERING,3.0729,G,F
690,710,1400,BUSINESS,3.317,G,M
500,660,1160,NATURAL SCIENCE,3.7,G,M
630,580,1210,NATURAL SCIENCE,3.6608,G,M
550,640,1190,NATURAL SCIENCE,3.5775,G,M
690,680,1370,FINE ARTS,3.813,G,M
560,580,1140,NURSING,3.9747,G,M
590,660,1250,BUSINESS,3.3473,G,F
690,700,1390,ENGINEERING,3.5151,G,M
620,530,1150,COMMUNICATIONS,3.2735,G,M
640,420,1060,NATURAL SCIENCE,3.3,G,M
610,740,1350,NATURAL SCIENCE,2.9016,G,F
590,620,1210,BUSINESS,3.1652,G,M
640,530,1170,LIBERAL ARTS,3.4049,G,F
650,620,1270,NATURAL SCIENCE,3.4218,G,F
600,610,1210,LIBERAL ARTS,3.2873,G,F
670,630,1300,ENGINEERING,2.8482,G,F
570,550,1120,LIBERAL ARTS,3.0091,G,F
640,690,1330,COMMUNICATIONS,3.923,G,F
600,490,1090,COMMUNICATIONS,2.7841,G,M
560,650,1210,BUSINESS,3.3736,G,F
600,600,1200,LIBERAL ARTS,2.7737,G,F
680,700,1380,LIBERAL ARTS,2.8288,G,M
600,660,1260,BUSINESS,3.6869,G,M
600,720,1320,ENGINEERING,3.409,G,F
530,590,1120,NATURAL SCIENCE,2.4605,G,M
640,670,1310,NATURAL SCIENCE,2.7878,G,M
620,540,1160,LIBERAL ARTS,3.5365,G,F
630,520,1150,BUSINESS,2.8846,G,F
450,570,1020,ENGINEERING,3.3611,G,M
700,650,1350,COMMUNICATIONS,3.7099,G,F
710,650,1360,NATURAL SCIENCE,3.8373,G,F
650,680,1330,LIBERAL ARTS,2.5724,G,F
520,640,1160,LIBERAL ARTS,3.6474,G,M
560,630,1190,LIBERAL ARTS,2.8482,G,M
520,390,910,LIBERAL ARTS,3.4057,G,M
710,680,1390,LIBERAL ARTS,3.9368,G,F
790,580,1370,BUSINESS,3.6397,G,F
650,650,1300,ENGINEERING,3.1052,G,M
710,610,1320,LIBERAL ARTS,2.6766,G,M
620,650,1270,LIBERAL ARTS,3.6052,G,M
540,610,1150,ENGINEERING,3.4407,G,M
410,470,880,LIBERAL ARTS,2.7121,G,M
630,690,1320,LIBERAL ARTS,3.8596,G,F
690,740,1430,NATURAL SCIENCE,3.8759,G,F
620,620,1240,NATURAL SCIENCE,3.5495,G,F
590,590,1180,LIBERAL ARTS,3.3177,G,F
540,630,1170,NATURAL SCIENCE,3.3853,G,M
560,530,1090,LIBERAL ARTS,2.8529,G,M
650,550,1200,LIBERAL ARTS,3.4454,G,M
670,680,1350,NATURAL SCIENCE,3.8103,G,M
640,550,1190,COMMUNICATIONS,2.4051,G,F
760,750,1510,ENGINEERING,2.7515,G,M
580,640,1220,NATURAL SCIENCE,3.469,G,F
760,800,1560,ENGINEERING,3.863,G,F
640,620,1260,LIBERAL ARTS,3.3728,G,F
460,570,1030,LIBERAL ARTS,2.8582,G,M
570,680,1250,BUSINESS,3.5566,G,M
730,640,1370,COMMUNICATIONS,3.8181,G,M
590,670,1260,ENGINEERING,2.9682,G,M
720,520,1240,LIBERAL ARTS,3.5268,G,M
720,640,1360,NATURAL SCIENCE,3.5819,G,F
510,660,1170,LIBERAL ARTS,2.4416,G,M
600,580,1180,EDUCATION,3.1075,G,M
720,600,1320,COMMUNICATIONS,3.5531,G,F
710,520,1230,NATURAL SCIENCE,3.9548,G,M
590,540,1130,COMMUNICATIONS,3.7203,G,F
510,590,1100,ENGINEERING,2.3375,G,F
630,540,1170,LIBERAL ARTS,3.23,G,F
590,790,1380,NATURAL SCIENCE,3.606,G,M
490,690,1180,ENGINEERING,3.68,G,M
610,680,1290,ENGINEERING,3.1711,G,M
680,690,1370,BUSINESS,3.6538,G,M
650,710,1360,ENGINEERING,2.5878,G,M
690,710,1400,BUSINESS,3.2057,G,M
680,730,1410,NATURAL SCIENCE,2.8974,G,F
370,500,870,LIBERAL ARTS,2.9925,G,M
630,600,1230,LIBERAL ARTS,3.8188,G,F
440,630,1070,FINE ARTS,3.1197,G,M
660,670,1330,ENGINEERING,3.5067,G,M
610,620,1230,LIBERAL ARTS,2.9607,G,M
680,450,1130,LIBERAL ARTS,3.6276,G,F
610,560,1170,NATURAL SCIENCE,3.4135,G,F
610,640,1250,LIBERAL ARTS,3.5735,G,F
560,660,1220,ENGINEERING,3.789,G,M
680,660,1340,COMMUNICATIONS,3.9302,G,F
590,670,1260,NATURAL SCIENCE,2.1904,G,M
600,620,1220,COMMUNICATIONS,3.4742,G,M
510,530,1040,LIBERAL ARTS,3.2647,G,M
670,720,1390,LIBERAL ARTS,2.5227,G,F
630,550,1180,COMMUNICATIONS,3.6329,G,M
650,560,1210,LIBERAL ARTS,2.7211,G,M
730,470,1200,COMMUNICATIONS,3.1041,G,M
630,710,1340,NATURAL SCIENCE,3.916,G,F
540,480,1020,LIBERAL ARTS,3.3557,G,M
800,800,1600,ENGINEERING,3.3086,G,M
500,580,1080,EDUCATION,3.0775,G,M
700,560,1260,LIBERAL ARTS,3.6435,G,F
720,550,1270,LIBERAL ARTS,3.7157,G,F
530,600,1130,FINE ARTS,3.2543,G,F
580,640,1220,LIBERAL ARTS,3.4827,G,M
560,740,1300,BUSINESS,3.1074,G,M
560,580,1140,LIBERAL ARTS,3.0865,G,F
590,670,1260,LIBERAL ARTS,2.033,G,M
680,800,1480,COMMUNICATIONS,3.1811,G,F
650,660,1310,NATURAL SCIENCE,3.4188,G,F
440,470,910,LIBERAL ARTS,2.6949,G,F
680,670,1350,COMMUNICATIONS,3.4827,G,M
580,690,1270,LIBERAL ARTS,2.9452,G,M
640,600,1240,ARCHITECTURE,3.4571,G,F
520,530,1050,ENGINEERING,2.4296,G,F
590,690,1280,NATURAL SCIENCE,2.6163,G,F
620,610,1230,COMMUNICATIONS,3.0892,G,F
540,520,1060,LIBERAL ARTS,2.464,G,F
530,600,1130,EDUCATION,3.1052,G,F
590,660,1250,ENGINEERING,3.4519,G,F
590,500,1090,LIBERAL ARTS,3.1679,G,M
560,590,1150,LIBERAL ARTS,2.9814,G,M
540,670,1210,LIBERAL ARTS,3.6551,G,M
600,720,1320,NATURAL SCIENCE,3.7417,G,M
610,680,1290,NATURAL SCIENCE,2.6402,G,M
570,470,1040,BUSINESS,3.0897,G,F
480,600,1080,NATURAL SCIENCE,2.928,G,F
530,790,1320,ENGINEERING,2.875,G,M
530,530,1060,NATURAL SCIENCE,3.0089,G,M
540,510,1050,LIBERAL ARTS,3.6612,G,M
560,620,1180,LIBERAL ARTS,2.6956,G,F
550,540,1090,LIBERAL ARTS,3.0606,G,M
480,560,1040,LIBERAL ARTS,2.9793,G,M
490,530,1020,BUSINESS,2.756,G,F
540,490,1030,LIBERAL ARTS,2.9224,G,M
680,740,1420,LIBERAL ARTS,3.5362,G,F
560,530,1090,ENGINEERING,2.5328,G,M
680,590,1270,LIBERAL ARTS,3.2892,G,M
610,650,1260,LIBERAL ARTS,2.3833,G,M
570,670,1240,LIBERAL ARTS,2.9224,G,M
610,610,1220,NATURAL SCIENCE,2.4312,G,F
460,560,1020,BUSINESS,3.0144,G,M
760,610,1370,LIBERAL ARTS,3.1496,G,M
530,610,1140,LIBERAL ARTS,2.6562,G,M
630,650,1280,FINE ARTS,3.6033,G,F
510,630,1140,ENGINEERING,3.3015,G,M
760,630,1390,NATURAL SCIENCE,3.0962,G,F
690,720,1410,ENGINEERING,2.8642,G,M
500,550,1050,LIBERAL ARTS,2.6315,G,F
670,670,1340,ENGINEERING,2.8437,G,M
560,620,1180,BUSINESS,3.646,G,F
580,550,1130,EDUCATION,3.1847,G,M
590,650,1240,NATURAL SCIENCE,3.0083,G,M
650,630,1280,LIBERAL ARTS,2.5241,G,M
660,720,1380,ENGINEERING,3.3142,G,F
630,690,1320,LIBERAL ARTS,3.7573,G,M
470,610,1080,NATURAL SCIENCE,3.2992,G,M
470,580,1050,LIBERAL ARTS,3.4537,G,M
500,480,980,NATURAL SCIENCE,2.9375,G,F
580,660,1240,LIBERAL ARTS,3.9062,G,F
540,590,1130,NATURAL SCIENCE,2.664,G,F
600,630,1230,ENGINEERING,2.9857,G,M
510,560,1070,ENGINEERING,2.6899,G,M
580,630,1210,ENGINEERING,2.5483,G,F
690,740,1430,NATURAL SCIENCE,3.8217,G,F
630,600,1230,LIBERAL ARTS,2.7183,G,F
730,630,1360,LIBERAL ARTS,3.7758,G,F
630,600,1230,NATURAL SCIENCE,3.325,G,F
660,660,1320,NATURAL SCIENCE,3.3385,G,F
610,710,1320,NATURAL SCIENCE,2.7395,G,M
620,670,1290,NATURAL SCIENCE,3.3214,G,M
620,740,1360,ENGINEERING,3.94,G,M
530,660,1190,LIBERAL ARTS,3.4411,G,F
600,650,1250,BUSINESS,3.8297,G,M
620,500,1120,LIBERAL ARTS,2.9224,G,F
750,720,1470,BUSINESS,3.9055,G,M
400,460,860,LIBERAL ARTS,3.028,G,M
550,690,1240,LIBERAL ARTS,2.5304,G,F
670,630,1300,LIBERAL ARTS,3.0294,G,M
560,660,1220,NATURAL SCIENCE,3.4201,G,M
660,800,1460,NATURAL SCIENCE,3.7467,G,F
490,570,1060,BUSINESS,3.7606,G,M
760,710,1470,BUSINESS,3.3846,G,M
